,GX000-01-10544170,GX000-09-2703409,GX000-10-4524900,GX000-14-10770491,GX000-14-16748010,GX000-14-5445022,GX000-16-0145015,GX000-16-4063715,GX000-21-2440731,GX000-22-12322384
confirm,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.517798935124782,0.0,0.0
coverag,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5176156127592646,0.0
step,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
unattend,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scrutini,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor,0.0,0.5139209215391781,0.0,0.0,0.0,0.6099752801595071,0.5203657926221309,0.0,0.0,0.0
hatch,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
traction,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
power,0.0,0.5046403071797261,0.0,0.0,0.0,0.0,0.5203657926221309,0.5048554207575942,0.0,0.0
substat,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
signal,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
track,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5025165161084664,0.0
switch,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yard,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shop,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.517798935124782,0.0,0.0
properli,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limit,0.0,0.5170103747078613,0.0,0.0,0.0,0.0,0.0,0.517798935124782,0.0,0.0
escort,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nearbi,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jurisdict,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resurvey,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
creat,0.0,0.5034766211666712,0.0,0.5127745614961408,0.0,0.0,0.5457755120278379,0.5036377890353249,0.0,0.5042254318794928
incid,0.0,0.5283506245131021,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
railroad,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instruct,0.0,0.5046403071797261,0.0,0.0,0.0,0.0,0.5407315852442619,0.5145662622727823,0.0,0.0
alon,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
row,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
basi,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
telephon,0.0,0.509280614359452,0.0,0.0,0.0,0.0,0.5203657926221309,0.572831311363912,0.0,0.0
radio,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5075495483253991,0.0
satellit,0.0,0.5046403071797261,0.0,0.6023025861948903,0.0,0.0,0.0,0.0,0.0,0.6353541909655471
devic,0.0,0.507928879547439,0.0,0.5582680450462962,0.0,0.0,0.0,0.5082964434999693,0.0,0.533728233767183
drive,0.0,0.5046403071797261,0.5407315852442619,0.0,0.0,0.0,0.0,0.5145662622727823,0.0,0.0
interfac,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heighten,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emphas,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
close,0.0,0.5303531047189667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baggag,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
avoid,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.535597870249564,0.0,0.0
item,0.0,0.5226804996104817,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
knowledg,0.0,0.5046403071797261,0.5407315852442619,0.0,0.0,0.0,0.5407315852442619,0.0,0.0,0.0
canin,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visibl,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
helicopt,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
special,0.0,0.5118933193211586,0.0,0.0,0.5169292293039914,0.0,0.5347989713470935,0.5082964434999693,0.0,0.0
foot,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bicycl,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
board,0.0,0.507928879547439,0.0,0.0,0.0,0.0,0.5521984570206403,0.5041482217499846,0.5035189971025151,0.0
booth,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garbag,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
whether,0.0,0.5039644397737195,0.0,0.0,0.0,0.5313190742123842,0.0,0.5082964434999693,0.0,0.5144549573287928
precis,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
characterist,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keep,0.0,0.509280614359452,0.0,0.0,0.0,0.0,0.0,0.5048554207575942,0.51235677305163,0.0
antiterrorist,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
room,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
begin,0.0,0.5046403071797261,0.0,0.0,0.0,0.0,0.0,0.5145662622727823,0.0,0.5056397579568978
end,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
workday,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exterior,0.0,0.522764828539225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examin,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.524885548183723,0.0,0.0,0.0
letter,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.535597870249564,0.0,0.0
load,0.0,0.522764828539225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
situat,0.0,0.5046403071797261,0.0,0.0,0.0,0.0,0.5203657926221309,0.5097108415151883,0.0,0.0
stop,0.0,0.509280614359452,0.0,0.0,0.5099076828972529,0.0,0.0,0.5145662622727823,0.0,0.0
rumor,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
prevent,0.0,0.5139209215391781,0.0,0.0,0.0,0.0,0.6832921335991784,0.5145662622727823,0.0,0.0
unnecessari,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stage,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
member,0.0,0.5031038900411764,0.554490514056207,0.5114049913140899,0.0,0.5245207313252932,0.0,0.5064955579669651,0.0,0.5037724202038912
committe,0.0,0.5046403071797261,0.5407315852442619,0.0,0.0,0.6099752801595071,0.0,0.0,0.0,0.0
explain,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peopl,0.0,0.5039644397737195,0.5347989713470935,0.0,0.0,0.5313190742123842,0.0,0.549778660999816,0.0,0.0
move,0.0,0.5226804996104817,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
car,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5237319134997094,0.0,0.0
object,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5025165161084664,0.0
crate,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trash,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
least,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meter,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.524885548183723,0.0,0.0,0.0
where,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
highli,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
popul,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mission,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.0,0.5327147094100628,0.0
profil,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
central,0.0,0.5170103747078613,0.0,0.0,0.5363194487005687,0.0,0.0,0.0,0.0,0.0
automobil,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
termin,0.0,0.5340207494157225,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
sensit,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
hidden,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gate,0.0,0.5046403071797261,0.0,0.0,0.5198153657945058,0.5366584267198357,0.0,0.0,0.0,0.0
barrier,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
except,0.0,0.5113402498052408,0.599542192734892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
egress,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manpow,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deterr,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enact,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buss,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ticket,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
counter,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206741477218622
arrang,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plaincloth,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
physic,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.524885548183723,0.0,0.0,0.0
randomli,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
introduc,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alreadi,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.517798935124782,0.0,0.0
absolut,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
restrict,0.0,0.522764828539225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
threaten,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
essenti,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consult,0.0,0.5046403071797261,0.5407315852442619,0.0,0.0,0.0,0.0,0.5097108415151883,0.0,0.0
road,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
take,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.6008606323737646,0.0,0.0
precaut,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.517798935124782,0.0,0.0
altern,0.0,0.509280614359452,0.0,0.0,0.0,0.0,0.5610973778663928,0.5048554207575942,0.0,0.0
venu,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
even,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
cancel,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erect,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obstacl,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
traffic,0.0,0.5034766211666712,0.0,0.5127745614961408,0.5742305600451425,0.0,0.0,0.5109133671059746,0.0,0.5042254318794928
flow,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
purpos,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506891382573954
shuttl,0.0,0.5046403071797261,0.5407315852442619,0.0,0.0,0.0,0.0,0.0,0.580319024835595,0.0
visit,0.0,0.5069532423333425,0.5305170080185586,0.0,0.5074230560045142,0.0,0.5152585040092793,0.529102312282599,0.0,0.0
impact,0.0,0.509280614359452,0.5407315852442619,0.0,0.0,0.0,0.5203657926221309,0.0,0.0,0.0
instal,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5075495483253991,0.0
temporari,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
adequ,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suspect,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5237319134997094,0.0,0.0
decreas,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
detract,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remov,0.0,0.5113402498052408,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
strictli,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cargo,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5050330322169327,0.0
undercarriag,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glove,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
box,0.0,0.5039644397737195,0.0,0.0,0.0,0.0,0.5173994856735468,0.5041482217499846,0.5017594985512576,0.0
danger,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
conceal,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
legitim,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.535597870249564,0.0,0.0
posit,0.0,0.509280614359452,0.0,0.0,0.0,0.0,0.0,0.5048554207575942,0.5041189243505433,0.0
roof,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
night,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5025165161084664,0.0
fulli,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illumin,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
connect,0.0,0.5069532423333425,0.0,0.5255491229922816,0.0,0.0,0.5152585040092793,0.5218267342119493,0.0,0.5126762956384782
dispatch,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air,0.0,0.5056701249026204,0.0,0.0,0.5121064829001896,0.0,0.0,0.0,0.0,0.0
wing,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
similar,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
structur,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
execut,0.0,0.5046403071797261,0.6629263409770474,0.0,0.0,0.0,0.0,0.0,0.0,0.5112795159137956
dispers,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
workforc,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disabl,0.0,0.5056701249026204,0.0,0.0,0.5121064829001896,0.0,0.0,0.0,0.0,0.0
locker,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arm,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
away,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
reflect,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maximum,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sustain,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
delay,0.0,0.5056701249026204,0.0,0.0,0.6331713119020852,0.0,0.0,0.0,0.0,0.0
conduct,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
augment,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
criteria,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feet,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unload,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redirect,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
address,0.0,0.5039644397737195,0.5347989713470935,0.0,0.0,0.0,0.5521984570206403,0.537333995749862,0.0,0.0
constrain,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entranc,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
briefcas,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brought,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
minim,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
journey,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drill,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iad,0.0,0.5113402498052408,0.0,0.0,0.5242129658003791,0.0,0.0,0.0,0.0,0.0
secondari,0.0,0.5151765523594833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
effect,0.0,0.5039644397737195,0.0,0.0,0.5084646146519958,0.0,0.5347989713470935,0.5082964434999693,0.0,0.0
regard,0.0,0.5039644397737195,0.0,0.514567011261574,0.0,0.5313190742123842,0.0,0.5041482217499846,0.0,0.0
properti,0.0,0.5046403071797261,0.0,0.5511512930974451,0.0,0.0,0.0,0.0,0.0,0.5620373375258758
nationwid,0.0,0.5046403071797261,0.0,0.0,0.0,0.0,0.0,0.5194216830303765,0.0,0.5112795159137956
intern,0.0,0.5031038900411764,0.663471542168621,0.5228099826281797,0.9241423796807465,0.0,0.0,0.5259822318678603,0.0,0.5188621010194563
asap,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overal,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wit,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extern,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hastili,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scene,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
succeed,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
analysi,0.0,0.5056701249026204,0.6990843854697839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
correct,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5025165161084664,0.0
confid,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
thru,0.0,0.5075882761797417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fund,0.0,0.5039644397737195,0.5347989713470935,0.0,0.0,0.0,0.5173994856735468,0.5207411087499233,0.0,0.0
long,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5150990966507982,0.0
term,0.0,0.5039644397737195,0.0,0.0,0.5084646146519958,0.0,0.0,0.5041482217499846,0.0,0.5048183191095976
replac,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.0,0.5050330322169327,0.0
after,0.0,0.5056701249026204,0.0,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
aig,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
web,0.0,0.0,0.5246473109722473,0.5206349580232769,0.5059952918581142,0.0,0.536970966458371,0.5822665213908123,0.503738637057588,0.5136508183846292
cascad,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
style,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.0,0.5118659567498547,0.0,0.0
sheet,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
format,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.0,0.0,0.5075495483253991,0.0
you,0.0,0.0,0.5347989713470935,0.0,0.5084646146519958,0.0,0.5173994856735468,0.5207411087499233,0.0,0.0
still,0.0,0.0,0.5407315852442619,0.0,0.0,0.0,0.0,0.5048554207575942,0.506178386525815,0.0
brows,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
text,0.0,0.0,0.5407315852442619,0.0,0.5099076828972529,0.0,0.0,0.5048554207575942,0.0,0.0
css,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.524885548183723,0.0,0.0,0.0
enabl,0.0,0.0,0.5407315852442619,0.0,0.0,0.0,0.0,0.5048554207575942,0.0,0.5056397579568978
browser,0.0,0.0,0.5497710963674459,0.0,0.5121064829001896,0.0,0.0,0.0,0.0,0.0
netscap,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mozilla,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ie,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpl,0.0,0.0,1.5657312323548314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nasa,0.0,0.0,0.8483976745721218,0.0,0.0,0.0,0.0,0.0,0.520132128867731,0.0
jet,0.0,0.0,0.7664328080887078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
propuls,0.0,0.0,0.7664328080887078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laboratori,0.0,0.0,0.8330410101108848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
california,0.0,0.0,0.5739419329167419,0.6238097481396608,0.5479623348649136,0.6774606390001806,0.6478838658334838,0.5117523601986874,0.0,0.5375397505577305
technolog,0.0,0.0,0.5695979426941871,0.5291340225231481,0.0,0.0,0.0,0.512444665249954,0.0,0.5048183191095976
find,0.0,0.0,0.5407315852442619,0.0,0.0,0.5366584267198357,0.0,0.5194216830303765,0.0,0.0
it,0.0,0.0,0.5347989713470935,0.0,0.0,0.5626381484247684,0.0,0.5580751044997853,0.5035189971025151,0.0
view,0.0,0.0,0.5407315852442619,0.0,0.0,0.5366584267198357,0.5407315852442619,0.0,0.0,0.0
portal,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
earth,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.0,0.0,0.5025165161084664,0.0
solar,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.0,0.0,0.5025165161084664,0.0
star,0.0,0.0,0.5347989713470935,0.514567011261574,0.0,0.0,0.0,0.0,0.5017594985512576,0.5192732764383903
navig,0.0,0.0,0.5497710963674459,0.0,0.5121064829001896,0.0,0.0,0.0,0.0,0.0
sidebar,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cs,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai,0.0,0.0,0.7664328080887078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overview,0.0,0.0,0.5305170080185586,0.0,0.5074230560045142,0.5274653072167027,0.0,0.0,0.5015429947874552,0.5042254318794928
past,0.0,0.0,0.5814631704885237,0.0,0.0,0.0,0.5203657926221309,0.5097108415151883,0.0,0.0
award,0.0,0.0,0.6998246060665309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.0,0.5059329783749273,0.0,0.0
my,0.0,0.0,0.5497710963674459,0.0,0.0,0.5447939867307013,0.0,0.0,0.0,0.0
pictur,0.0,0.0,0.5407315852442619,0.0,0.0,0.5366584267198357,0.0,0.0,0.5288324704538033,0.0
oak,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grove,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pasadena,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca,0.0,0.0,0.6831020481113517,0.0,0.0,0.5274653072167027,0.5305170080185586,0.0,0.5046289843623656,0.5042254318794928
phone,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.0,0.5771287188740554,0.0,0.0
fax,0.0,0.0,0.5407315852442619,0.0,0.0,0.0,0.5203657926221309,0.5097108415151883,0.0,0.0
email,0.0,0.0,0.5497710963674459,0.0,0.0,0.0,0.0,0.553396805374346,0.0,0.0
bio,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steve,0.0,0.0,0.6493132891023379,0.0,0.0,0.0,0.0,0.0,0.5075495483253991,0.0
chien,0.0,0.0,1.2465664455116896,0.0,0.0,0.0,0.0,0.0,0.0,0.506891382573954
technic,0.0,0.0,0.6998246060665309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artifici,0.0,0.0,1.4325148283104774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
princip,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scientist,0.0,0.0,0.5407315852442619,0.5341008620649634,0.0,0.0,0.0,0.0,0.5144162352269017,0.0
explor,0.0,0.0,0.785121096709833,0.0,0.0,0.0,0.5203657926221309,0.0,0.5020594621752716,0.0
autonomi,0.0,0.0,0.8996492121330617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
section,0.0,0.0,0.5305170080185586,0.5127745614961408,0.0,0.5274653072167027,0.0,0.5036377890353249,0.0,0.5042254318794928
lead,0.0,0.0,0.5814631704885237,0.5170504310324817,0.0,0.0,0.0,0.0,0.0,0.5112795159137956
autom,0.0,0.0,0.8330410101108848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
space,0.0,0.0,0.785121096709833,0.0,0.0,0.0,0.0,0.5097108415151883,0.5679622517839651,0.0
adjunct,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
professor,0.0,0.0,0.566608202022177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
